year,month,evap,rain,soilMoist,temp,PC1,PC2,cluster,weather_regime,anomaly_score,is_anomaly
2002,3,2.0,1.62,223.35,14.53,-0.7940165772045603,0.2811980972766337,3,C: Warm & Humid,0.0834245327841982,False
2002,4,2.45,2.26,212.29,18.7,-0.2190595276913254,1.0581812756046987,2,E: Pre-monsoon Storms,0.07882373345749383,False
2002,5,3.31,4.0,237.84,20.56,0.8177122881403524,1.0584739841159285,2,E: Pre-monsoon Storms,0.06907905444661777,False
2002,6,3.8,9.49,273.25,21.77,2.106100818481095,0.5414932616663638,4,A: Hot & Dry,0.027667185113120052,False
2002,7,3.08,16.9,331.38,21.92,3.1350879630254336,-0.8063428655583991,0,D: Extreme Rainfall,-0.03306899939292951,True
2002,8,3.36,16.11,334.88,21.49,3.182043824377691,-0.803838816471579,0,D: Extreme Rainfall,0.0030106681360242415,False
2002,9,3.06,5.07,300.94,20.15,1.4042099456705535,0.034067544885044404,4,A: Hot & Dry,0.06447303111016567,False
2002,10,2.86,1.1,278.5,16.39,0.3026555142845783,0.010333055133814061,2,E: Pre-monsoon Storms,0.06131879665143014,False
2002,11,1.56,0.0,240.26,11.4,-1.308636030260838,-0.3763907382377827,1,B: Cold & Dry,0.10533783800861984,False
2002,12,1.04,0.07,221.43,8.65,-2.0073603670995874,-0.6141596438178202,1,B: Cold & Dry,0.10928709576772633,False
2003,1,0.95,0.72,217.13,7.91,-2.096957251863786,-0.7131814537961153,1,B: Cold & Dry,0.07841192687167364,False
2003,2,1.32,1.9,231.37,8.33,-1.6093069760215883,-0.8327764538247384,1,B: Cold & Dry,0.04528359904895324,False
2003,3,2.08,1.9,234.41,12.15,-0.8427106414215649,-0.18741580015465592,3,C: Warm & Humid,0.063602140878325,False
2003,4,2.53,1.7,223.82,17.7,-0.21904689249346418,0.8173020760195185,2,E: Pre-monsoon Storms,0.08255355819670496,False
2003,5,2.64,1.57,211.34,18.93,-0.18678919079285547,1.1839766973737307,2,E: Pre-monsoon Storms,0.07431299020963522,False
2003,6,3.11,5.57,234.21,20.17,0.8117777768190638,0.9206268929789146,2,E: Pre-monsoon Storms,0.07221071272780477,False
2003,7,2.73,18.22,328.08,19.57,2.8451916776935424,-1.2327260643457223,0,D: Extreme Rainfall,-0.018956350988990955,True
2003,8,2.57,10.95,330.17,19.72,2.037627581837221,-0.8631551141671432,0,D: Extreme Rainfall,0.0493527775570301,False
2003,9,2.24,10.83,330.37,18.65,1.763899370654627,-1.0776021773079205,0,D: Extreme Rainfall,-0.017295919577069885,True
2003,10,2.72,0.76,279.31,15.59,0.13019663500380318,-0.12071431571696396,2,E: Pre-monsoon Storms,0.08032884187627415,False
2003,11,1.65,0.16,244.77,11.89,-1.1556563459088816,-0.3600240785997866,1,B: Cold & Dry,0.10509548659818169,False
2003,12,1.1,0.44,228.87,8.27,-1.9008532385753003,-0.773492955140058,1,B: Cold & Dry,0.10817287372057222,False
2004,1,0.99,0.58,225.9,6.3,-2.1584737632238578,-1.0320158819346423,1,B: Cold & Dry,0.04295198800035843,False
2004,2,1.25,0.18,216.86,8.49,-1.9549947455670469,-0.5331422643491096,1,B: Cold & Dry,0.11657696159817155,False
2004,3,1.52,0.66,201.01,14.55,-1.3512708403596592,0.5323531670827117,3,C: Warm & Humid,0.10582112346542694,False
2004,4,2.59,3.52,219.05,16.15,-0.194998304535153,0.5824189438280689,2,E: Pre-monsoon Storms,0.05002729222819152,False
2004,5,2.99,3.61,233.22,18.66,0.3923144387109868,0.8146602307164637,2,E: Pre-monsoon Storms,0.06832400831066987,False
2004,6,3.42,8.61,280.82,19.0,1.6391204312961192,0.030014409271240675,4,A: Hot & Dry,0.04132957687598038,False
2004,7,2.66,15.8,330.62,19.15,2.5417045930751776,-1.2018116953532596,0,D: Extreme Rainfall,-0.007405447352491268,True
2004,8,2.53,12.26,331.26,19.71,2.166063604786933,-0.9627128789348679,0,D: Extreme Rainfall,0.02321263427068554,False
2004,9,2.66,10.76,322.97,18.3,1.8527335529530125,-0.9266195053605715,0,D: Extreme Rainfall,0.03625466487851742,False
2004,10,2.49,3.09,292.7,13.6,0.20738784611367198,-0.7543555469625786,2,E: Pre-monsoon Storms,-0.0049141899976852255,True
2004,11,1.56,0.04,250.07,9.6,-1.3784223279112051,-0.7541405594075873,1,B: Cold & Dry,0.08410206468076825,False
2004,12,1.14,0.21,231.22,8.27,-1.8819710286161717,-0.7831605181653288,1,B: Cold & Dry,0.10992648552970563,False
2005,1,1.07,1.38,230.18,7.21,-1.9050164367854168,-0.9944870263756653,1,B: Cold & Dry,0.021896838971733112,False
2005,2,1.47,0.59,236.17,8.58,-1.6019800050675246,-0.7556458236768511,1,B: Cold & Dry,0.09384390130472486,False
2005,3,1.96,1.15,222.5,12.34,-1.0815827597733132,0.01476238222320196,3,C: Warm & Humid,0.08577479609336264,False
2005,4,1.82,1.22,198.34,15.97,-1.0370895139480496,0.7956421874488876,3,C: Warm & Humid,0.09468745861322603,False
2005,5,2.83,2.64,213.77,17.81,-0.06478570678068045,0.9817758921276571,2,E: Pre-monsoon Storms,0.05599801259937337,False
2005,6,3.35,7.09,234.92,22.85,1.3527063411930524,1.2403061878267216,4,A: Hot & Dry,-0.010012879332281788,True
2005,7,4.26,8.96,301.41,21.51,2.532328586347165,0.2595995462406494,4,A: Hot & Dry,0.029099154926579274,False
2005,8,4.4,10.54,319.55,21.27,2.9261601914209767,-0.07616751800547338,0,D: Extreme Rainfall,0.03383197136472971,False
2005,9,3.53,5.36,297.18,19.79,1.5909050800712274,0.12530355422785827,4,A: Hot & Dry,0.06548119825312465,False
2005,10,2.89,2.62,275.34,15.97,0.4051439648187514,-0.08341022351079073,2,E: Pre-monsoon Storms,0.06309392287990712,False
2005,11,1.86,0.0,248.62,11.72,-1.047964749446845,-0.37869737302889817,1,B: Cold & Dry,0.09949709216264185,False
2005,12,1.2,0.13,222.26,10.59,-1.728783381028734,-0.33093523081381043,1,B: Cold & Dry,0.12217842880626462,False
2006,1,1.1,0.22,209.3,10.47,-1.9098217289205035,-0.1997128343099768,1,B: Cold & Dry,0.11044329949624809,False
2006,2,1.19,0.21,193.54,13.23,-1.7608743464657388,0.4064927857016751,3,C: Warm & Humid,0.0829551648945337,False
2006,3,1.32,0.88,190.6,13.99,-1.5838095009046214,0.5398872208106696,3,C: Warm & Humid,0.08753830312527883,False
2006,4,2.51,3.43,213.61,17.59,-0.15994923694861504,0.8374343183278604,2,E: Pre-monsoon Storms,0.05513221031153087,False
2006,5,3.35,4.21,229.02,20.79,0.7926026191597222,1.2056632362640427,2,E: Pre-monsoon Storms,0.0672514742357827,False
2006,6,4.33,8.25,270.75,21.91,2.2215779189970957,0.7837112123598513,4,A: Hot & Dry,0.012423476604682793,False
2006,7,3.63,11.87,318.98,21.64,2.7215011099144766,-0.26709962787547775,0,D: Extreme Rainfall,0.0274877372867689,False
2006,8,4.03,10.8,325.51,20.88,2.7961580361380025,-0.307185619378066,0,D: Extreme Rainfall,0.061959872947985606,False
2006,9,3.47,9.14,317.81,18.31,2.025131999256323,-0.5815350157006182,0,D: Extreme Rainfall,0.04760283171694191,False
2006,10,2.91,1.63,286.45,15.17,0.34568571181296637,-0.28063679322237284,2,E: Pre-monsoon Storms,0.05318121128582298,False
2006,11,1.75,0.14,251.61,11.65,-1.0633527531290112,-0.46119000877359423,1,B: Cold & Dry,0.09289018812156907,False
2006,12,1.22,0.3,233.57,9.13,-1.72745459693921,-0.6859399488231838,1,B: Cold & Dry,0.11251394276055754,False
2007,1,1.01,0.11,214.67,8.73,-2.0780668287532604,-0.5210906175909855,1,B: Cold & Dry,0.10527984645618915,False
2007,2,1.51,2.55,237.75,8.7,-1.3488301774844107,-0.8632703232443841,1,B: Cold & Dry,0.01629674903384648,False
2007,3,1.94,1.01,229.62,14.2,-0.8559783734066443,0.17319932703910315,3,C: Warm & Humid,0.09062304950704586,False
2007,4,2.57,2.46,220.65,19.29,0.0010410925377740757,1.040524061266104,2,E: Pre-monsoon Storms,0.0883584581301381,False
2007,5,3.43,3.27,233.38,20.92,0.7888973807159323,1.2357695361046945,2,E: Pre-monsoon Storms,0.05803417435065367,False
2007,6,3.65,8.56,262.43,21.17,1.7688727414329386,0.6257987192702896,4,A: Hot & Dry,0.044857296024937654,False
2007,7,2.92,10.22,312.27,20.08,1.985444792021902,-0.45272018872994607,0,D: Extreme Rainfall,0.051981917335202965,False
2007,8,3.11,9.98,324.37,19.95,2.161821962316192,-0.577336403089237,0,D: Extreme Rainfall,0.0702162232229917,False
2007,9,2.84,11.02,319.8,18.39,1.9443671102552524,-0.8460243531385234,0,D: Extreme Rainfall,0.03693664077933112,False
2007,10,3.11,2.34,299.1,15.59,0.6852115696984589,-0.3902118350671061,2,E: Pre-monsoon Storms,0.02327608196056896,False
2007,11,1.76,0.01,259.12,11.79,-0.9831932769132343,-0.5340585416522609,1,B: Cold & Dry,0.08830872120646044,False
2007,12,1.27,0.23,237.57,9.57,-1.6280597106026324,-0.6653395773775156,1,B: Cold & Dry,0.11054590359393868,False
2008,1,1.06,0.49,222.39,9.04,-1.9063577962333105,-0.5938661643864074,1,B: Cold & Dry,0.1058744185191044,False
2008,2,1.21,0.27,215.18,8.48,-1.9828315076582999,-0.5259094580627524,1,B: Cold & Dry,0.11501365941569763,False
2008,3,1.53,0.5,197.93,14.98,-1.3529808307254882,0.6433408729853991,3,C: Warm & Humid,0.10603736521229284,False
2008,4,2.26,2.22,211.19,19.57,-0.24325786542722638,1.1500910062629384,2,E: Pre-monsoon Storms,0.0718602353210186,False
2008,5,2.8,3.28,211.99,20.63,0.24061815005383372,1.3433877403741659,2,E: Pre-monsoon Storms,0.05659752972000731,False
2008,6,2.82,9.47,276.45,20.15,1.5042560769683415,0.06061016798842592,4,A: Hot & Dry,0.0394734890966299,False
2008,7,2.97,11.0,323.03,20.22,2.213527337897187,-0.6122459692944804,0,D: Extreme Rainfall,0.06482491972130766,False
2008,8,2.61,11.08,327.12,19.69,2.037199607522611,-0.8244304764625552,0,D: Extreme Rainfall,0.05698607373902209,False
2008,9,3.36,9.97,319.31,18.48,2.090403046809685,-0.6507501051857432,0,D: Extreme Rainfall,0.050074739170649585,False
2008,10,2.73,0.62,279.88,15.41,0.10878959020930429,-0.14250363377974945,2,E: Pre-monsoon Storms,0.07788157599893153,False
2008,11,1.75,0.2,243.02,12.27,-1.0839714975679478,-0.2649072147379038,1,B: Cold & Dry,0.10167493242432274,False
2008,12,1.17,0.1,221.39,10.34,-1.7792638979048827,-0.35797028292525157,1,B: Cold & Dry,0.11627145609425771,False
2009,1,1.06,0.3,210.24,9.97,-1.9593624840446402,-0.29344197029079394,1,B: Cold & Dry,0.10715255065542961,False
2009,2,1.15,0.2,193.1,12.39,-1.8663881114841312,0.2906150787836432,3,C: Warm & Humid,0.0811660027647853,False
2009,3,1.15,0.69,175.25,15.56,-1.6902681774318047,0.9317436078841118,3,C: Warm & Humid,0.02177188829095167,False
2009,4,1.59,0.55,178.48,20.43,-0.9913613453839527,1.6523859306330895,3,C: Warm & Humid,0.021497186184002592,False
2009,5,3.09,5.1,227.99,19.88,0.6621916822665085,0.9877043083388461,2,E: Pre-monsoon Storms,0.07854041037380716,False
2009,6,3.24,5.09,232.29,21.63,0.9452184246898991,1.2001570549567158,2,E: Pre-monsoon Storms,0.048353104249510226,False
2009,7,3.1,14.51,310.35,20.61,2.556029200489968,-0.5588057496029033,0,D: Extreme Rainfall,0.011178964567057692,False
2009,8,2.82,15.48,337.01,19.98,2.729730536915601,-1.1219080237556123,0,D: Extreme Rainfall,-0.011615009899562101,True
2009,9,2.99,5.38,306.74,18.74,1.3258796432108682,-0.2679603678730516,4,A: Hot & Dry,0.04979629131221902,False
2009,10,2.65,2.11,285.63,16.12,0.35267294894557494,-0.2270038704918307,2,E: Pre-monsoon Storms,0.06890687254479888,False
2009,11,1.6,0.0,243.12,12.67,-1.1385781308816694,-0.23456988326322567,1,B: Cold & Dry,0.10643525963493822,False
2009,12,1.14,0.18,224.03,8.9,-1.897019401017799,-0.5993134208534301,1,B: Cold & Dry,0.12176539824216653,False
2010,1,1.08,0.22,211.99,9.07,-2.026794579809616,-0.4295350395314165,1,B: Cold & Dry,0.11201067667869657,False
2010,2,1.23,0.96,212.75,10.51,-1.7301803977424919,-0.25378837046591496,1,B: Cold & Dry,0.1018197694048143,False
2010,3,1.7,1.06,202.31,17.42,-0.9332358871536041,0.919940182509276,3,C: Warm & Humid,0.07927143121207486,False
2010,4,2.1,1.78,194.95,21.49,-0.34654307594176215,1.6176814599703615,2,E: Pre-monsoon Storms,0.023145302343243246,False
2010,5,3.29,4.74,233.52,20.1,0.7982855273368239,1.0081265096922667,2,E: Pre-monsoon Storms,0.08387675880854101,False
2010,6,3.82,5.76,251.63,21.36,1.4664107501609016,0.9947133197959462,4,A: Hot & Dry,0.04760221885748506,False
2010,7,2.63,13.43,312.39,20.13,2.188297030427218,-0.6952895846921406,0,D: Extreme Rainfall,0.015819844480758016,False
2010,8,3.53,13.82,332.16,19.69,2.823632847568921,-0.841695441403802,0,D: Extreme Rainfall,0.0360845991995577,False
2010,9,3.73,8.12,317.19,18.57,2.0629039040429125,-0.4216553269374434,0,D: Extreme Rainfall,0.04467946799875527,False
2010,10,2.69,0.95,267.81,15.24,-0.013657387607279619,-0.030223493813322497,2,E: Pre-monsoon Storms,0.08031129045016616,False
2010,11,1.56,0.12,240.17,12.24,-1.216325900318435,-0.2685963137626218,1,B: Cold & Dry,0.10683858083798725,False
2010,12,1.03,0.03,219.07,9.17,-1.9902877898264808,-0.5120606053808023,1,B: Cold & Dry,0.10607599837723336,False
2011,1,0.95,0.34,210.49,7.1,-2.281457096677087,-0.7112620318239171,1,B: Cold & Dry,0.05293258896038383,False
2011,2,1.21,0.96,208.23,9.51,-1.8813102829344968,-0.3322507611887985,1,B: Cold & Dry,0.09765847692111551,False
2011,3,1.45,0.58,196.16,14.5,-1.447314533555831,0.5799216537857611,3,C: Warm & Humid,0.1076173199716764,False
2011,4,2.13,2.03,194.83,17.15,-0.7232074032383737,1.0259000526327764,3,C: Warm & Humid,0.07452188604478627,False
2011,5,3.32,5.77,221.72,19.02,0.6989671134676511,0.9698159107200418,2,E: Pre-monsoon Storms,0.04773332725825691,False
2011,6,4.05,8.48,259.89,20.57,1.871836371342118,0.6734816143894903,4,A: Hot & Dry,0.025054975118778078,False
2011,7,3.85,14.69,328.72,20.23,3.08799834600015,-0.6999524179292554,0,D: Extreme Rainfall,0.03968526555295926,False
2011,8,3.45,11.4,324.74,19.53,2.440031049968509,-0.6434341549660996,0,D: Extreme Rainfall,0.0670381676724699,False
2011,9,3.52,10.94,322.22,18.17,2.269830049310967,-0.7511289035052564,0,D: Extreme Rainfall,0.047754541405029105,False
2011,10,2.98,0.72,281.09,14.17,0.134088188278074,-0.2757873018161167,2,E: Pre-monsoon Storms,0.034470958796803786,False
2011,11,1.56,0.02,246.6,10.12,-1.3655486523554974,-0.6359445424658169,1,B: Cold & Dry,0.10102719334727728,False
2011,12,1.13,0.13,228.32,7.59,-1.9896626493867284,-0.8335006016781572,1,B: Cold & Dry,0.09672463964685174,False
2012,1,0.96,0.56,223.02,6.02,-2.2309999574658548,-1.0365284457542758,1,B: Cold & Dry,0.042886363591348786,False
2012,2,1.25,0.52,213.42,9.71,-1.8367742151008886,-0.3413227404670749,1,B: Cold & Dry,0.11489881510453337,False
2012,3,1.22,0.83,185.57,13.7,-1.7161180084777972,0.54904104979121,3,C: Warm & Humid,0.065966688804252,False
2012,4,2.64,2.39,218.82,18.33,-0.08279650865646183,0.9553330402009904,2,E: Pre-monsoon Storms,0.0827941742698608,False
2012,5,2.74,2.49,206.61,21.29,0.13749016434427,1.5365931242165134,2,E: Pre-monsoon Storms,0.05265846490184356,False
2012,6,3.74,6.74,234.11,21.94,1.4100531712815636,1.2358872386490503,4,A: Hot & Dry,0.01250443858758421,False
2012,7,4.24,13.79,315.51,20.83,3.1075771192849957,-0.3017937826229814,0,D: Extreme Rainfall,0.014294425905730379,False
2012,8,4.66,12.35,327.88,20.01,3.2060087009441043,-0.4033031733048818,0,D: Extreme Rainfall,0.0026436353727555817,False
2012,9,3.82,10.95,320.84,18.18,2.403831821874515,-0.664334878916624,0,D: Extreme Rainfall,0.04252089550436766,False
2012,10,2.76,0.74,264.24,13.61,-0.19401061625673585,-0.17440982122157367,2,E: Pre-monsoon Storms,0.05148509053752914,False
2012,11,1.53,0.08,236.48,9.73,-1.5130403143949902,-0.5620946195300955,1,B: Cold & Dry,0.10369412016426077,False
2012,12,1.03,0.13,217.92,7.43,-2.158258028975203,-0.7371278247204567,1,B: Cold & Dry,0.08626254616719492,False
2013,1,0.94,0.43,210.56,6.02,-2.3797523249518417,-0.865377126311039,1,B: Cold & Dry,0.025702318614896802,False
2013,2,1.42,2.16,228.46,9.79,-1.422526407607897,-0.5887030491676857,1,B: Cold & Dry,0.059194860375152536,False
2013,3,1.82,0.77,215.27,14.64,-1.0417342042748272,0.41307051249311394,3,C: Warm & Humid,0.09857016621390635,False
2013,4,1.85,1.42,196.24,17.99,-0.8287889996342915,1.0920715858233743,3,C: Warm & Humid,0.08727033863100447,False
2013,5,2.69,5.35,204.1,20.54,0.31699707875650573,1.2953419158850927,2,E: Pre-monsoon Storms,0.04304358123689106,False
2013,6,4.28,9.65,291.51,20.91,2.4575244570949986,0.277526598473667,4,A: Hot & Dry,0.028900708364487715,False
2013,7,4.09,6.85,298.01,20.72,2.1175944594315643,0.2806804560791435,4,A: Hot & Dry,0.0457443873078221,False
2013,8,4.67,13.03,328.44,19.89,3.276563633576495,-0.4634941863788083,0,D: Extreme Rainfall,-0.003087723951624155,True
2013,9,4.14,7.76,301.26,18.11,2.0199899255136606,-0.15609348759095684,4,A: Hot & Dry,0.014585443415012667,False
2013,10,2.53,3.36,292.72,14.77,0.36770048335242445,-0.6030422560997288,2,E: Pre-monsoon Storms,0.02216503945104603,False
2013,11,1.71,0.01,251.03,10.18,-1.2433440733249965,-0.6534053933120765,1,B: Cold & Dry,0.086303838138927,False
2013,12,1.19,0.17,232.19,7.79,-1.8981597911304495,-0.8475562206413026,1,B: Cold & Dry,0.09744132904724567,False
2014,1,1.07,0.51,222.64,7.62,-2.0331029216279752,-0.7878403784591758,1,B: Cold & Dry,0.09261411103493117,False
2014,2,1.12,0.35,208.32,9.2,-2.018110035522777,-0.36083765966679004,1,B: Cold & Dry,0.1154346376324491,False
2014,3,1.81,1.18,212.44,13.86,-1.1067417418853285,0.32041626097683135,3,C: Warm & Humid,0.08902325939795974,False
2014,4,1.38,0.31,178.02,19.38,-1.2240915696010124,1.4833273245122651,3,C: Warm & Humid,0.0245773990104049,False
2014,5,2.88,4.27,210.66,21.01,0.40679249572354675,1.3743106913340977,2,E: Pre-monsoon Storms,0.046715587284783866,False
2014,6,4.98,7.81,260.98,22.01,2.4026334600385963,1.1001488444473084,4,A: Hot & Dry,-0.06742611253615094,True
2014,7,4.49,16.6,324.32,21.08,3.637505373532097,-0.49067400385073373,0,D: Extreme Rainfall,-0.01294641540889585,True
2014,8,4.31,12.65,327.55,19.92,3.055445916579325,-0.506667950662284,0,D: Extreme Rainfall,0.03279633478651106,False
2014,9,3.83,10.42,324.09,17.94,2.362580678523863,-0.70823197073334,0,D: Extreme Rainfall,0.032505878983313585,False
2014,10,2.72,2.31,282.55,13.53,0.1283047744020901,-0.5307299107827768,2,E: Pre-monsoon Storms,0.030635428923408703,False
2014,11,1.79,0.02,248.81,10.73,-1.172960771966019,-0.531776871901474,1,B: Cold & Dry,0.09563853329556127,False
2014,12,1.24,0.64,238.09,8.43,-1.7036283798743475,-0.8563230913774209,1,B: Cold & Dry,0.08568180371686451,False
2015,1,1.09,0.44,227.92,6.91,-2.0457438651304525,-0.9465174722483441,1,B: Cold & Dry,0.07848886495374036,False
2015,2,1.38,1.0,218.02,9.13,-1.7324092328142067,-0.4798425813698243,1,B: Cold & Dry,0.09550355683132644,False
2015,3,1.97,2.52,230.0,13.41,-0.754426737525464,-0.01772823183769441,3,C: Warm & Humid,0.06572449133201413,False
2015,4,2.67,1.87,233.11,16.69,-0.13651920436860107,0.5772772834927262,2,E: Pre-monsoon Storms,0.07699531314356906,False
2015,5,3.36,3.63,231.06,20.48,0.7272011156577981,1.1714983653062363,2,E: Pre-monsoon Storms,0.06993977056343847,False
2015,6,3.7,6.06,246.04,21.84,1.4294519263586138,1.0909847214780282,4,A: Hot & Dry,0.03310304889891352,False
2015,7,4.4,14.33,319.38,21.44,3.339663311473329,-0.26647517438854673,0,D: Extreme Rainfall,-0.0005673619949108089,True
2015,8,3.91,14.62,330.2,20.61,3.1611489182896175,-0.6511783964324049,0,D: Extreme Rainfall,0.03381826937378446,False
2015,9,4.04,5.19,307.3,19.22,1.8681173998442235,0.035910513570957224,4,A: Hot & Dry,0.03963028977284405,False
2015,10,2.67,2.36,270.1,14.78,0.10392968096103414,-0.20793279729657152,2,E: Pre-monsoon Storms,0.06811578330111351,False
2015,11,1.9,0.04,255.29,11.52,-0.9763932944135553,-0.4890557030608323,1,B: Cold & Dry,0.08403421570689967,False
2015,12,1.04,0.13,232.22,6.43,-2.105475694716983,-1.0629820968771606,1,B: Cold & Dry,0.055136136015387915,False
2016,1,1.06,0.28,221.04,6.04,-2.2298459902606393,-0.9687077840091877,1,B: Cold & Dry,0.05964915632734058,False
2016,2,1.24,0.57,207.34,9.86,-1.8831472436699808,-0.24406238752487272,1,B: Cold & Dry,0.11054959003256759,False
2016,3,1.41,0.54,192.13,14.74,-1.4884907856871303,0.660031800862971,3,C: Warm & Humid,0.1022682438717939,False
2016,4,1.62,0.66,181.29,19.83,-0.9944893603465212,1.5339207575381473,3,C: Warm & Humid,0.03314299303238166,False
2016,5,3.43,5.09,229.49,19.63,0.8175671588888884,1.0106292026028985,2,E: Pre-monsoon Storms,0.06645322060835346,False
2016,6,4.04,11.05,270.69,21.48,2.3334174176236133,0.5020885714740823,4,A: Hot & Dry,0.0013546633317114143,False
2016,7,3.42,14.52,331.98,21.07,2.9744019322811495,-0.7174756665445986,0,D: Extreme Rainfall,0.04078271402337663,False
2016,8,4.62,9.12,324.53,21.16,2.923220561525727,-0.028091404259890238,0,D: Extreme Rainfall,-0.0001505181479679596,True
2016,9,3.11,8.97,322.09,19.03,1.9443212646050927,-0.6133104689145423,0,D: Extreme Rainfall,0.060811995218589376,False
2016,10,3.02,2.45,289.5,15.74,0.5708439332701286,-0.2668003356452345,2,E: Pre-monsoon Storms,0.05230225842884906,False
2016,11,1.62,0.01,244.4,11.25,-1.2511517921158846,-0.4396376766790021,1,B: Cold & Dry,0.10518314216120067,False
2016,12,1.23,0.18,227.34,9.36,-1.7758297830843806,-0.5616931931073027,1,B: Cold & Dry,0.11903428599892696,False
2017,1,1.09,0.52,215.31,7.16,-2.1401937747241395,-0.7470412030151686,1,B: Cold & Dry,0.07713300292992825,False
2017,2,1.26,0.17,203.4,9.91,-1.950361913469538,-0.15686798981375327,1,B: Cold & Dry,0.10893038356357226,False
2017,3,1.41,0.88,194.92,12.29,-1.6596788336907697,0.27225878257024455,3,C: Warm & Humid,0.09987788436475348,False
2017,4,2.19,1.81,203.78,18.01,-0.5446493385477029,1.0471388583612027,3,C: Warm & Humid,0.08483766283027139,False
2017,5,3.28,4.15,224.05,20.01,0.6274243322365143,1.1551610799755792,2,E: Pre-monsoon Storms,0.0678278442081286,False
2017,6,3.56,5.91,238.79,21.38,1.228526954624195,1.103868433410436,4,A: Hot & Dry,0.0358262646878138,False
2017,7,3.78,10.22,301.04,21.39,2.416315729062186,0.06892803424358128,4,A: Hot & Dry,0.041632729560349024,False
2017,8,3.45,11.42,326.62,21.0,2.6020727268945514,-0.47150048893045465,0,D: Extreme Rainfall,0.06347320079310453,False
2017,9,3.61,5.22,309.68,20.12,1.772474837465007,0.026995465497737122,4,A: Hot & Dry,0.0655425804318866,False
2017,10,2.78,1.42,274.33,17.2,0.3331947689402658,0.13982784007189952,2,E: Pre-monsoon Storms,0.0693027228348338,False
2017,11,1.75,0.24,246.42,13.07,-0.9688102897811713,-0.20508910479928122,1,B: Cold & Dry,0.09861786929520977,False
2017,12,1.19,0.16,223.18,11.58,-1.6262577226794457,-0.213655532271061,1,B: Cold & Dry,0.11159873795472769,False
